COURSEID,TITLE,SESSION,DAY,START_TIME,END_TIME,LOCATION,INSTRUCTOR
RED-425,"Designing Livable Communities",001,T,12:00,15:50,RGL,"Elizabeth Falletta"
RED-425,"Designing Livable Communities",001,H,12:00,15:50,RGL,"Elizabeth Falletta"
RED-425,"Designing Livable Communities",001,M,16:00,17:50,RGL,"Todd Gish"
RED-425,"Designing Livable Communities",001,W,18:00,21:50,RGL,"Todd Gish"
RED-435,"Analyzing Real Estate Markets",001,M,18:00,21:20,VPD,"William Fishel"
RED-435,"Analyzing Real Estate Markets",001,T,16:00,17:50,VKC,"Kim Westerbeck"
RED-435,"Analyzing Real Estate Markets",001,H,16:00,17:50,VKC,"Kim Westerbeck"
RED-437,"Advanced Finance and Investment for Real Estate Development",001,M,18:00,21:20,VPD,"Christian Redfearn"
RED-437,"Advanced Finance and Investment for Real Estate Development",001,T,08:00,09:50,VPD,"Christian Redfearn"
RED-437,"Advanced Finance and Investment for Real Estate Development",001,H,08:00,09:50,VPD,"Christian Redfearn"
RED-510,"Real Estate Practice and Principles",038,M,18:00,21:30,VKC,"Joel Bryant"
RED-512,"Real Estate Project Analysis",038,M,18:00,21:30,VKC,"Terri Dickerhoff"
RED-546,"Applications of Real Estate Finance to Problems of Development",038,H,14:00,16:50,"VPD LL","Christian Redfearn"
RED-546,"Applications of Real Estate Finance to Problems of Development",038,T,16:00,17:50,RGL,"Iain Gulin"
RED-562,"Legal Issues in Real Estate Development",038,W,18:00,21:50,RGL,"Kerry Fields"
RED-575,"Community Design and Site Planning",038,M,14:00,17:50,RGL,"Carl Meyer"
RED-598,"Real Estate Product Development",038,M,09:00,10:50,RGL,"John Drachman"
RED-598,"Real Estate Product Development",038,T,18:00,19:50,VKC,"Christopher Payne"
RED-598,"Real Estate Product Development",038,W,18:00,19:50,RGL,"Bruce Baltin"
RED-598,"Real Estate Product Development",038,H,18:00,19:50,RGL,"Jeffrey Kreshek"
LBST-502,"The Anthropology of Popular Culture",001,W,14:00,16:50,GFS,"Tok Thompson"
LBST-585A,"Master&apos;s Project",001,T,18:00,20:50,VKC,"Tok Thompson"
MUEN-222,"Trojan Marching Band",001,T,16:00,17:50,OFFICE,"Jacob Vogel"
MUEN-305,"Vocal Jazz Ensemble",001,T,16:00,17:50,"TMC G","Sara Gazarek"
MUEN-305,"Vocal Jazz Ensemble",001,H,16:00,17:50,"TMC G","Sara Gazarek"
MUEN-307,"University Chorus",001,W,19:00,20:50,BMH,"Yen-Hsiang Nieh"
MUEN-308,"USC Men&apos;s Chorus",001,M,16:00,17:50,MUS,"Ernest E J Harrison"
MUEN-308,"USC Men&apos;s Chorus",001,W,16:00,17:50,MUS,"Ernest E J Harrison"
MUEN-310,"University Concert Choir",001,T,14:00,15:50,MUS,"Cristian Grases"
MUEN-310,"University Concert Choir",001,H,14:00,15:50,MUS,"Cristian Grases"
MUEN-310,"University Concert Choir",001,F,14:00,15:50,MUS,"Cristian Grases"
MUEN-311,"USC Oriana Choir",001,T,16:00,17:50,MUS,"Daniel Strychacz"
MUEN-311,"USC Oriana Choir",001,H,16:00,17:50,MUS,"Daniel Strychacz"
MUEN-312,"Chamber Singers",001,M,14:00,15:50,MUS,"Mike Scheibe"
MUEN-312,"Chamber Singers",001,W,14:00,15:50,MUS,"Mike Scheibe"
MUEN-312,"Chamber Singers",001,F,14:00,15:50,MUS,"Mike Scheibe"
MUEN-314,"Opera Chorus",001,T,19:00,21:50,MUS,"Brent McMunn"
MUEN-320,"USC Symphony",001,M,14:00,16:50,AESA,"Sharon Lavery"
MUEN-320,"USC Symphony",001,W,14:00,16:50,AESA,"Sharon Lavery"
MUEN-320,"USC Symphony",001,F,14:00,16:50,AESA,"Sharon Lavery"
MUEN-322,"Trojan Marching Band",001,T,16:00,17:50,OFFICE,"Jacob Vogel"
MUEN-323,"University Wind Ensemble",001,M,14:00,16:50,AESA,"Sharon Lavery"
MUEN-323,"University Wind Ensemble",001,W,14:00,16:50,AESA,"Sharon Lavery"
MUEN-323,"University Wind Ensemble",001,F,14:00,16:50,AESA,"Sharon Lavery"
MUEN-324,"University Band",001,W,19:00,21:50,AESA,"Arthur Bartner"
MUEN-326,"Guitar Ensemble",001,T,14:00,16:50,BMH,"William Kanengiser"
MUEN-326,"Guitar Ensemble",001,H,14:00,16:50,BMH,"William Kanengiser"
MUEN-330,"Contemporary Music Ensemble",001,T,14:00,15:50,AESA,"Donald Crockett"
MUEN-330,"Contemporary Music Ensemble",001,H,16:30,18:20,MUS,"Eric N Pham"
MUEN-350,"Early Music Ensemble",001,T,14:00,16:50,UGW,"Adam Gilbert"
MUEN-350,"Early Music Ensemble",001,H,14:00,16:50,UGW,"Adam Gilbert"
MUEN-505,"Vocal Jazz Ensemble",001,T,16:00,17:50,"TMC G","Sara Gazarek"
MUEN-505,"Vocal Jazz Ensemble",001,H,16:00,17:50,"TMC G","Sara Gazarek"
MUEN-507,"University Chorus",001,W,19:00,20:50,BMH,"Yen-Hsiang Nieh"
MUEN-508,"USC Men&apos;s Chorus",001,M,16:00,17:50,MUS,"Ernest E J Harrison"
MUEN-508,"USC Men&apos;s Chorus",001,W,16:00,17:50,MUS,"Ernest E J Harrison"
MUEN-510,"University Concert Choir",001,T,14:00,15:50,MUS,"Cristian Grases"
MUEN-510,"University Concert Choir",001,H,14:00,15:50,MUS,"Cristian Grases"
MUEN-510,"University Concert Choir",001,F,14:00,15:50,MUS,"Cristian Grases"
MUEN-511,"USC Oriana Choir",001,T,16:00,17:50,MUS,"Daniel Strychacz"
MUEN-511,"USC Oriana Choir",001,H,16:00,17:50,MUS,"Daniel Strychacz"
MUEN-512,"Chamber Singers",001,M,14:00,15:50,MUS,"Mike Scheibe"
MUEN-512,"Chamber Singers",001,W,14:00,15:50,MUS,"Mike Scheibe"
MUEN-512,"Chamber Singers",001,F,14:00,15:50,MUS,"Mike Scheibe"
MUEN-514,"Opera Chorus",001,T,19:00,21:50,MUS,"Brent McMunn"
MUEN-520,"USC Symphony",001,M,14:00,16:50,AESA,"Sharon Lavery"
MUEN-520,"USC Symphony",001,W,14:00,16:50,AESA,"Sharon Lavery"
MUEN-520,"USC Symphony",001,F,14:00,16:50,AESA,"Sharon Lavery"
MUEN-523,"University Wind Ensemble",001,M,14:00,16:50,AESA,"Sharon Lavery"
MUEN-523,"University Wind Ensemble",001,W,14:00,16:50,AESA,"Sharon Lavery"
MUEN-523,"University Wind Ensemble",001,F,14:00,16:50,AESA,"Sharon Lavery"
MUEN-526,"Guitar Ensemble",001,T,14:00,16:50,BMH,"William Kanengiser"
MUEN-526,"Guitar Ensemble",001,H,14:00,16:50,BMH,"William Kanengiser"
MUEN-530,"Contemporary Music Ensemble",001,T,14:00,15:50,AESA,"Donald Crockett"
MUEN-530,"Contemporary Music Ensemble",001,H,16:30,18:20,MUS,"Eric N Pham"
MUEN-550,"Early Music Ensemble",001,T,14:00,16:50,UGW,"Adam Gilbert"
MUEN-550,"Early Music Ensemble",001,H,14:00,16:50,UGW,"Adam Gilbert"
MUEN-650,"Early Music Ensemble",001,T,14:00,16:50,UGW,"Adam Gilbert"
MUEN-650,"Early Music Ensemble",001,H,14:00,16:50,UGW,"Adam Gilbert"
MKT-402,"Research Skills for Marketing Insights",001,T,10:00,11:50,JFF,"Dinesh Puranam"
MKT-402,"Research Skills for Marketing Insights",001,H,10:00,11:50,JFF,"Dinesh Puranam"
MKT-405,"Advertising and Promotion Management",001,M,18:00,19:50,JFF,"Hank Wasiak"
MKT-405,"Advertising and Promotion Management",001,W,18:00,19:50,JFF,"Hank Wasiak"
MKT-406,"Practicum in Advertising and Promotion Design",001,M,10:00,11:50,JFF,"Therese Wilbur"
MKT-406,"Practicum in Advertising and Promotion Design",001,W,10:00,11:50,JFF,"Therese Wilbur"
MKT-410,"Professional Selling",001,M,14:00,15:50,JFF,"Gary Frazier"
MKT-410,"Professional Selling",001,W,14:00,15:50,JFF,"Gary Frazier"
MKT-425,"Marketing in a Digital World",001,T,10:00,11:50,JFF,"Gil Appel"
MKT-425,"Marketing in a Digital World",001,H,10:00,11:50,JFF,"Gil Appel"
MKT-430,"Retail Management",001,T,12:00,13:50,JFF,"Anthony Salomone"
MKT-430,"Retail Management",001,H,12:00,13:50,JFF,"Anthony Salomone"
MKT-440,"Marketing Analysis and Strategy",001,T,14:00,15:50,JFF,"Dennis Schorr"
MKT-440,"Marketing Analysis and Strategy",001,H,14:00,15:50,JFF,"Dennis Schorr"
MKT-445,"New Product Development and Branding",001,T,18:00,19:50,JFF,"Therese Wilbur"
MKT-445,"New Product Development and Branding",001,H,18:00,19:50,JFF,"Therese Wilbur"
MKT-446,"Practicum in New Product Development",001,T,14:00,15:50,JFF,"Therese Wilbur"
MKT-446,"Practicum in New Product Development",001,H,14:00,15:50,JFF,"Therese Wilbur"
MKT-450,"Consumer Behavior and Marketing",001,T,10:00,11:50,JFF,"Lars Perner"
MKT-450,"Consumer Behavior and Marketing",001,H,10:00,11:50,JFF,"Lars Perner"
MKT-450,"Consumer Behavior and Marketing",001,M,12:00,13:50,"JFF LL","Stephanie Tully"
MKT-450,"Consumer Behavior and Marketing",001,W,12:00,13:50,"JFF LL","Stephanie Tully"
MKT-465,"Global Marketing Management",001,M,12:00,13:50,JFF,"Dennis Schorr"
MKT-465,"Global Marketing Management",001,W,12:00,13:50,JFF,"Dennis Schorr"
MKT-499,"Special Topics",001,T,12:00,13:50,JFF,"Gerard Tellis"
MKT-499,"Special Topics",001,H,12:00,13:50,JFF,"Gerard Tellis"
MKT-525,"Consumer Behavior",033,T,09:30,10:50,JFF,"Dennis Schorr"
MKT-525,"Consumer Behavior",033,H,09:30,10:50,JFF,"Dennis Schorr"
MKT-526,"Advertising and Social Media Strategy",033,T,17:00,18:20,JFF,"Gerard Tellis"
MKT-526,"Advertising and Social Media Strategy",033,H,17:00,18:20,JFF,"Gerard Tellis"
MKT-530,"New Product Development",033,H,18:30,21:30,JKP,"Laurence Vincent"
MKT-533,"Branding Strategy",033,M,18:30,21:30,JKP,"Sasha Strauss"
MKT-543,"Market Demand and Sales Forecasting",033,M,15:30,16:50,JKP,"Sivaramakrishnan Siddarth"
MKT-543,"Market Demand and Sales Forecasting",033,W,15:30,16:50,JKP,"Sivaramakrishnan Siddarth"
MKT-543,"Market Demand and Sales Forecasting",033,H,18:30,21:30,JKP,"Sivaramakrishnan Siddarth"
MKT-555,"Marketing Channels",033,M,11:00,12:20,JKP,"Gary Frazier"
MKT-555,"Marketing Channels",033,W,11:00,12:20,JKP,"Gary Frazier"
MKT-556,"Internet Marketing",033,T,09:30,10:50,JKP,"Allen Weiss"
MKT-556,"Internet Marketing",033,H,09:30,10:50,JKP,"Allen Weiss"
MKT-556,"Internet Marketing",033,M,18:30,21:30,JKP,"Allen Weiss"
MKT-560,"Marketing Strategy",033,W,18:30,21:30,JKP,"Diane Badame"
MKT-566,"Marketing Analytics",033,T,18:30,21:30,JKP,"Anthony Dukes"
MKT-566,"Marketing Analytics",033,M,17:00,18:20,JKP,"Anthony Dukes"
MKT-566,"Marketing Analytics",033,W,17:00,18:20,JKP,"Anthony Dukes"
MKT-599,"Special Topics",033,T,15:30,16:50,JKP,"Dinesh Puranam"
MKT-599,"Special Topics",033,H,15:30,16:50,JKP,"Dinesh Puranam"
MKT-620,"Advanced Quantitative Models in Marketing",033,F,13:00,15:50,HOH,"Dina Mayzlin"
INTD-522,"Infection and Host Responses",046,H,09:00,10:50,"","Jie Li"
INTD-522,"Infection and Host Responses",046,T,09:00,10:50,"","Jie Li"
INTD-549,"Protein Chemistry -- Structure and Function",046,T,13:00,14:50,MCH,"Tobias Ulmer"
INTD-549,"Protein Chemistry -- Structure and Function",046,H,13:00,14:50,MCH,"Tobias Ulmer"
INTD-551,"Pathobiology of Disease",046,T,10:00,11:50,OFFICE,"Louis Dubeau"
INTD-551,"Pathobiology of Disease",046,H,10:00,11:50,OFFICE,"Louis Dubeau"
INTD-573,"Systems Physiology and Disease II",046,T,13:00,15:00,MMR,"Harvey Kaslow"
INTD-573,"Systems Physiology and Disease II",046,H,13:00,15:00,MMR,"Harvey Kaslow"
INTD-574,"Medical Biology Seminar",046,M,11:00,11:50,NRT,"W Kast"
INTD-577,"Writing in the Biomedical and Biological Sciences",046,T,15:30,16:20,NRT,"Ite Offringa"
INTD-600,"Student Research Presentation",046,F,12:00,12:50,MCH,"Young-Kwon Hong"
ARTL-502,"Issues in the Arts and the Contemporary World",001,T,16:00,17:50,KDC,"Kenneth Foster"
ARTL-504,"Arts and the Community: Current Practice and New Visions",001,H,17:00,18:50,KDC,"Jackelyn Lopez"
ARTL-510,"Arts Leadership Practicum",001,M,16:00,17:50,MUS,"Kenneth Foster"
REL-310,"Anti-Semitism, Racism and Other Hatreds",001,T,11:00,12:20,VKC,"Sharon Gillerman"
REL-310,"Anti-Semitism, Racism and Other Hatreds",001,H,11:00,12:20,VKC,"Sharon Gillerman"
REL-332,"Religions of Japan",001,T,11:00,12:20,WPH,"Lori Meeks"
REL-332,"Religions of Japan",001,H,11:00,12:20,WPH,"Lori Meeks"
REL-340,"Introduction to Indian Philosophy",001,M,15:30,16:50,VKC,"James McHugh"
REL-340,"Introduction to Indian Philosophy",001,W,15:30,16:50,VKC,"James McHugh"
REL-350,"Drugs, Alcohol, Visions and Altered States in Religion",001,M,14:00,15:20,"SOS B","James McHugh"
REL-350,"Drugs, Alcohol, Visions and Altered States in Religion",001,W,14:00,15:20,"SOS B","James McHugh"
REL-401,"Seminar in Religious Studies",001,H,14:00,16:50,GFS,"Jessica Marglin"
REL-402,"Cultural Heritage, Religion, and Politics in the Middle East",001,T,14:00,16:50,GFS,"Mostafa Hussein"
REL-448,"France and Islam",001,M,12:00,13:50,MRF,"Olivia C Harrison"
REL-448,"France and Islam",001,W,12:00,13:50,MRF,"Olivia C Harrison"
REL-465,"Archaeology and Society",001,W,15:30,18:20,ACB,"Lynn Dodd"
REL-483,"Religion and Popular Culture in the United States",001,M,14:00,15:20,VKC,"Sheila Briggs"
REL-483,"Religion and Popular Culture in the United States",001,W,14:00,15:20,VKC,"Sheila Briggs"
REL-502,"Themes in the Study of Religion",001,T,14:00,16:50,TBA,"Lisa Bitel"
REL-625,"Advanced Graduate Seminar in Global Islam",001,H,16:00,18:50,VKC,"Sherman Jackson"
REL-625,"Advanced Graduate Seminar in Global Islam",815,H,16:00,18:50,VKC,"Sherman Jackson"
CLAS-170,"Classics of Music and Literature: from Ancient Greece Through Contemporary LA",001,M,14:00,16:50,"SOS B","Thu Ta"
REL-345,"Islamic Mysticism: Sufism",001,T,12:30,13:50,"SOS B","Arjun Nair"
REL-345,"Islamic Mysticism: Sufism",001,H,12:30,13:50,"SOS B","Arjun Nair"
JOUR-200,"The Power and Responsibility of the Press",001,T,11:00,12:20,"ANN LA","Geoffrey Cowan"
JOUR-200,"The Power and Responsibility of the Press",001,H,11:00,12:20,"ANN LA","Geoffrey Cowan"
JOUR-201,"Culture of Journalism: Past, Present and Future",001,T,09:00,10:50,ASC,"William Celis"
JOUR-201,"Culture of Journalism: Past, Present and Future",001,H,09:00,10:50,ASC,"William Celis"
JOUR-207,"Reporting and Writing I",001,M,14:00,17:50,ANN,"Laura Castaneda"
JOUR-207,"Reporting and Writing I",001,T,14:00,17:50,ANN,"Laura Castaneda"
JOUR-207,"Reporting and Writing I",001,W,14:00,17:50,ANN,"Laura Castaneda"
JOUR-207,"Reporting and Writing I",001,H,14:00,17:50,ANN,"Laura Castaneda"
JOUR-208,"Media Law and Ethics",001,T,12:00,13:40,ASC,"Jonathan Kotler"
JOUR-208,"Media Law and Ethics",001,W,12:00,13:40,ASC,"Jonathan Kotler"
JOUR-208,"Media Law and Ethics",001,H,12:00,13:40,ASC,"Susan Gavigan"
JOUR-307,"Reporting and Writing II",001,M,14:00,17:50,ANN,"Myra Turner"
JOUR-307,"Reporting and Writing II",001,T,11:00,14:50,ANN,"Myra Turner"
JOUR-307,"Reporting and Writing II",001,W,14:00,17:50,ANN,"Myra Turner"
JOUR-307,"Reporting and Writing II",001,H,14:00,17:50,ANN,"Myra Turner"
JOUR-320,"Introduction to Coding for Storytelling",001,T,18:00,20:20,ANN,"Andrea Roberson"
JOUR-320,"Introduction to Coding for Storytelling",001,W,12:30,14:50,ANN,"Keith Plocek"
JOUR-320,"Introduction to Coding for Storytelling",001,M,18:30,20:50,ANN,"Annelise Bamberg"
JOUR-321,"Visual Journalism",001,M,12:00,13:40,ANN,"Amara Aguilar"
JOUR-321,"Visual Journalism",001,T,11:00,12:40,ANN,"Stacey Leasca"
JOUR-322,"Data Journalism",001,W,10:00,11:40,ANN,"Dana Chinn"
JOUR-322,"Data Journalism",001,T,12:00,13:40,ANN,"Dana Chinn"
JOUR-323,"Creating your Digital Footprint and Brand",001,T,10:00,11:40,ANN,"Laura Davis"
JOUR-323,"Creating your Digital Footprint and Brand",001,W,11:00,12:40,ANN,"Robert Hernandez"
JOUR-330,Photojournalism,001,T,10:00,11:50,ANN,"Myra Turner"
JOUR-330,Photojournalism,001,H,10:00,11:50,ANN,"Myra Turner"
JOUR-350,"Introduction to Sports Media",001,M,12:00,13:40,"ANN L","Ben Carrington"
JOUR-350,"Introduction to Sports Media",001,W,12:00,13:40,"ANN L","Ben Carrington"
JOUR-372,"Engaging Diverse Communities",001,T,12:00,13:40,ANN,"Allissa Richardson"
JOUR-372,"Engaging Diverse Communities",001,W,16:00,17:40,ANN,"Olivia Smith"
JOUR-375,"The Image of the Journalist in Popular Culture",001,W,14:00,17:20,"ANN L","Joe Saltzman"
JOUR-380,"Sports, Business and Media in Today&apos;s Society",001,W,18:30,21:50,"ASC G","Jeffrey Fellenzer"
JOUR-381,"Entertainment, Business and Media in Today&apos;s Society",001,M,18:30,21:50,"ANN L","Mary Murphy"
JOUR-402,"Advanced Television Reporting",001,M,10:30,18:30,OFFICE,"Kathryn Kelly"
JOUR-402,"Advanced Television Reporting",001,T,10:30,18:30,OFFICE,"Kathryn Kelly"
JOUR-402,"Advanced Television Reporting",001,W,10:30,18:30,OFFICE,"Kathryn Kelly"
JOUR-402,"Advanced Television Reporting",001,H,10:00,18:00,OFFICE,"Kathryn Kelly"
JOUR-403,"Television News Production",001,M,10:30,18:30,ANN,"Stacy Scholder"
JOUR-403,"Television News Production",001,T,10:30,18:30,ANN,"Stacy Scholder"
JOUR-403,"Television News Production",001,W,10:30,18:30,ANN,"Stacy Scholder"
JOUR-403,"Television News Production",001,H,12:30,20:30,ANN,"Stacy Scholder"
JOUR-404,"Produce and Host Sports Content in Studio A",001,M,16:00,18:20,ANN,"Cynthia Mori"
JOUR-405,"Non-Fiction Television",001,T,09:00,12:20,ANN,"Daniel Birman"
JOUR-406,"Social Media Storytelling for Latino Audiences",001,W,09:00,10:40,ANN,"Daniel Birman"
JOUR-408,"Advanced Media Law in the Digital Age",001,H,18:30,20:10,ANN,"Ciaran McEvoy"
JOUR-409,"Radio Storytelling and Podcasts",001,W,09:00,12:20,ANN,"Willa Seidenberg"
JOUR-411,"Broadcast and Digital Writing for Video and Audio for Non-Ma",001,H,10:00,11:40,ANN,"Lewis Rothbart"
JOUR-414,"Advanced Digital Media Storytelling",001,M,12:00,13:40,ANN,"Christina Bellantoni"
JOUR-414,"Advanced Digital Media Storytelling",001,W,16:00,17:40,ANN,"Lisa Pecot-Hebert"
JOUR-430,"Writing the Film Review",001,T,18:00,21:20,ANN,"Kenneth Turan"
JOUR-431,"Feature Writing",001,T,14:00,17:20,ANN,"Kenneth Turan"
JOUR-432,"Sports Commentary",001,T,18:30,21:50,ANN,"Arash Markazi"
JOUR-432,"Sports Commentary",001,W,18:30,21:50,"ANN L","Myra Turner"
JOUR-432,"Sports Commentary",001,H,14:00,17:20,ANN,"Elzie Granderson"
JOUR-446,"Entertainment Reporting",001,W,14:00,15:40,ANN,"Elzie Granderson"
JOUR-447,"Arts Reporting",001,M,14:00,15:40,ANN,"Sasha Anawalt"
JOUR-448,"Government and Public Affairs Reporting",001,M,14:00,17:20,ASC,"Richard Reeves"
JOUR-462,"Law of Mass Communication",001,W,18:30,21:50,ASC,"Jill Cohen"
JOUR-472,"Strategies for Monetizing New Media",001,W,18:30,21:50,"ANN L","Gabriel Kahn"
JOUR-475,"Print and Digital Design for 21st Century Storytelling",001,M,18:30,21:50,ANN,"Nicholas Cuccia"
JOUR-480,"Sports and Media Technology",001,T,18:30,21:50,"ANN L","Jeffrey Fellenzer"
JOUR-481,"The Athlete, Sports Media and Popular Culture",001,M,18:30,21:50,"ANN L","Jeffrey Fellenzer"
JOUR-483,"Negotiating and Reporting Global Change",001,T,18:00,21:20,"ANN L","Cindy Carcamo"
JOUR-489,"Hands-on Disruption: Experimenting with Emerging Technology",001,T,18:00,20:40,ANNABC,"Robert Hernandez"
JOUR-490,"Directed Research",001,H,TBA,TBA,OFFICE,"Michael Parks"
JOUR-494,"Python Coding for Data Journalism",001,H,18:30,20:10,ANN,"Jonathan Schleuss"
JOUR-494,"Python Coding for Data Journalism",001,W,18:30,20:10,ANN,"Jonathan Schleuss"
JOUR-498,"Honors Seminar",001,T,10:00,11:50,ASC,"Philip Seib"
JOUR-499,"Special Topics",001,T,12:00,13:50,"ANN L","Keith Plocek"
JOUR-499,"Special Topics",001,H,12:00,13:50,"ANN L","Keith Plocek"
JOUR-499,"Special Topics",001,M,18:30,21:50,ANN,"Rishi Chadha"
JOUR-499,"Special Topics",001,W,15:00,18:20,ANN,"Ben Carrington"
JOUR-517,"Advanced Investigative Reporting",001,M,17:00,19:30,ASC,"Mark Schoofs"
JOUR-519,"Advanced Writing and Reporting for Magazine and the Web",001,W,09:00,12:20,ASC,"Laura Castaneda"
JOUR-522,"Video Documentary Production",001,T,14:00,17:20,ANN,"Daniel Birman"
JOUR-524,"Advanced Broadcast Reporting",001,F,09:00,12:20,ANN,"Barbara Pierce"
JOUR-525,"Public Radio Documentary",001,W,14:00,17:20,ANN,"Sandy Tolan"
JOUR-555,"Advanced Coding for Creative Storytelling",001,H,15:00,18:20,ANN,"Keith Plocek"
JOUR-561,"Fundamentals of Data Journalism Reporting",001,W,18:30,20:30,ANN,"Aaron Mendelson"
JOUR-572,"Reporting on Entertainment and Popular Culture",001,H,14:00,16:30,ASC,"Mary Murphy"
JOUR-574,"Sports and Society",001,T,14:00,16:30,OFFICE,"Alan Abrahamson"
JOUR-575,"Converged Media Center",001,F,11:00,14:50,ASC,"Alan Mittelstaedt"
JOUR-582,"Specialized Journalism: Reporting Decisions",001,F,10:00,11:50,ANN,"Michael Parks"
JOUR-585,"Specialized Reporting: Religion",001,W,10:00,12:30,ASC,"Diane Winston"
JOUR-593,"Arts Criticism and Commentary",001,F,10:00,12:30,ANN,"Tim Page"
JOUR-594B,"Master&apos;s Thesis",001,T,19:00,20:40,ASC,"Michael Parks"
JOUR-598,"Journalism Capstone Project",001,F,10:00,13:20,ANN,"May Lee"
JOUR-598,"Journalism Capstone Project",001,T,14:00,17:20,ANN,"Allissa Richardson"
JOUR-598,"Journalism Capstone Project",001,W,12:00,15:20,ANN,"Lisa Pecot-Hebert"
JOUR-598,"Journalism Capstone Project",001,H,12:00,15:20,ANN,"Alan Mittelstaedt"
JOUR-599,"Special Topics",001,H,14:00,17:20,KER,"Sasha Anawalt"
JOUR-599,"Special Topics",001,M,12:00,13:40,ANN,"Shelley Smith"
CHE-120,"Introduction to Chemical Engineering",001,W,12:00,13:50,"WPH B","Ted Lee"
CHE-120,"Introduction to Chemical Engineering",001,F,12:00,13:50,"WPH B","Ted Lee"
CHE-120,"Introduction to Chemical Engineering",001,M,17:00,17:50,SGM,"Ted Lee"
CHE-205,"Numerical Methods in Chemical Engineering",001,H,09:30,10:50,SSL,"Nicholas Graham"
CHE-205,"Numerical Methods in Chemical Engineering",001,T,11:00,11:50,SAL,"Nicholas Graham"
CHE-205,"Numerical Methods in Chemical Engineering",001,W,11:00,11:50,SAL,"Nicholas Graham"
CHE-330,"Chemical Engineering Thermodynamics",001,T,11:00,12:20,VHE,"Katherine Shing"
CHE-330,"Chemical Engineering Thermodynamics",001,H,11:00,12:20,VHE,"Katherine Shing"
CHE-330,"Chemical Engineering Thermodynamics",001,M,11:00,11:50,KAP,"Katherine Shing"
CHE-330,"Chemical Engineering Thermodynamics",001,F,14:00,14:50,VHE,"Katherine Shing"
CHE-350,"Introduction to Separation Processes",001,W,13:00,13:50,VPD,"Noah Malmstadt"
CHE-350,"Introduction to Separation Processes",001,F,13:00,13:50,VPD,"Noah Malmstadt"
CHE-350,"Introduction to Separation Processes",001,M,17:00,17:50,ZHS,"Noah Malmstadt"
CHE-350,"Introduction to Separation Processes",001,T,17:00,17:50,VHE,"Noah Malmstadt"
CHE-410,"Introduction to Biomaterials and Tissue Engineering",001,M,15:30,16:50,THH,"Megan McCain"
CHE-410,"Introduction to Biomaterials and Tissue Engineering",001,W,15:30,16:50,THH,"Megan McCain"
CHE-443,"Viscous Flow",001,H,11:00,12:20,GFS,"Pin Wang"
CHE-443,"Viscous Flow",001,F,14:00,14:50,KAP,"Pin Wang"
CHE-443,"Viscous Flow",001,T,17:00,17:50,GFS,"Pin Wang"
CHE-444A,"Chemical Engineering Laboratory",001,T,14:00,16:50,PCE,"Robert Young"
CHE-444A,"Chemical Engineering Laboratory",001,M,12:00,14:50,PCE,"Robert Young"
CHE-444A,"Chemical Engineering Laboratory",001,W,15:30,18:20,PCE,"Robert Young"
CHE-444A,"Chemical Engineering Laboratory",001,H,14:00,16:50,PCE,"Robert Young"
CHE-444A,"Chemical Engineering Laboratory",001,F,14:00,16:50,PCE,"Robert Young"
CHE-446,"Mass Transfer in Chemical Engineering Processes",001,W,08:00,09:50,THH,"Ted Lee"
CHE-460,"Chemical Process Dynamics and Control",001,T,16:00,17:50,PCE,"Thomas Marlin"
CHE-460,"Chemical Process Dynamics and Control",001,H,16:00,17:50,PCE,"Thomas Marlin"
CHE-464,"Petroleum Reservoir Engineering",001,W,15:30,18:10,VHE,"Jincai Chang"
CHE-475,"Physical Properties of Polymers",001,W,16:00,18:50,GFS,"Malancha Gupta"
CHE-476,"Chemical Engineering Materials",001,M,14:00,15:20,VHE,"Jongseung Yoon"
CHE-476,"Chemical Engineering Materials",001,W,14:00,15:20,VHE,"Jongseung Yoon"
CHE-480,"Chemical Process and Plant Design",001,T,09:30,10:50,THH,"Robert Young"
CHE-480,"Chemical Process and Plant Design",001,H,09:30,10:50,THH,"Robert Young"
CHE-489,"Biochemical Engineering",001,W,18:00,20:40,VHE,"Pin Wang"
CHE-541,"Mass Transfer",048,M,09:30,10:50,OHE,"Muhammad Sahimi"
CHE-541,"Mass Transfer",048,W,09:30,10:50,OHE,"Muhammad Sahimi"
CHE-541,"Mass Transfer",034,M,09:30,10:50,DEN@Viterbi,"Muhammad Sahimi"
CHE-541,"Mass Transfer",034,W,09:30,10:50,DEN@Viterbi,"Muhammad Sahimi"
CHE-542,"Chemical Engineering Kinetics",048,M,12:30,13:50,OHE,"Theo Tsotsis"
CHE-542,"Chemical Engineering Kinetics",048,W,12:30,13:50,OHE,"Theo Tsotsis"
CHE-542,"Chemical Engineering Kinetics",034,M,12:30,13:50,DEN@Viterbi,"Theo Tsotsis"
CHE-542,"Chemical Engineering Kinetics",034,W,12:30,13:50,DEN@Viterbi,"Theo Tsotsis"
CHE-544,"Heat Transmission",048,M,17:00,18:20,OHEB,"Shaama Mallikarjun Sharada"
CHE-544,"Heat Transmission",048,W,17:00,18:20,OHEB,"Shaama Mallikarjun Sharada"
CHE-544,"Heat Transmission",034,M,17:00,18:20,DEN@Viterbi,"Shaama Mallikarjun Sharada"
CHE-544,"Heat Transmission",034,W,17:00,18:20,DEN@Viterbi,"Shaama Mallikarjun Sharada"
